name,state,region,lat,lon,campuses,id_long,id,locale,ug_enrollment,main_campus,hbcu,women_only,religious_affiliation,admission_rate,class,social_sciences,humanities,physical_sciences,ethnic_gender_studies,comp_sci,avg_faculty_salary,completion_rate,pell_grant,first_gen_completion_4
American University,DC,New England,38.936005,-77.088875,1,143400,1434,Large City / Suburb,NULL,1,0,0,1,0.3154,16,0.3552,0,0.0052,0.0119,0.0098,12045,0.7982,0.1659,0.690346084
Howard University,DC,New England,38.922392,-77.018966,1,144800,1448,Large City / Suburb,NULL,1,1,0,NA,0.3159,16,0.1025,0.0008,0.0186,0.0065,0.0291,9521,0.6243,0.4437,0.509127789
University of Puerto Rico-Carolina,PR,US Outlying Areas,18.392069,-65.990165,1,3016000,30160,Midsize City / Suburb,NULL,1,0,0,NA,0.316,22,0,0,0,0,0,6310,0.4101,0.7326,0.255988024
Finlandia University,MI,Midwest,47.127868,-88.588756,1,232200,2322,Town,NULL,1,0,0,1,0.3203,22,0.029,0.1159,0,0,0,5204,0.3056,0.51,0.305555556
University of Miami,FL,Southeast,25.72126,-80.278662,1,153600,1536,Large City / Suburb,NULL,1,0,0,NA,0.3215,15,0.1039,0.0112,0.0169,0.0011,0.0244,12367,0.8188,0.1485,0.71253406
University of California-Santa Barbara,CA,Far West,34.416297,-119.846426,1,132000,1320,Midsize City / Suburb,NULL,1,0,0,NA,0.322,15,0.2585,0.0004,0.0503,0.0166,0.0246,15994,0.8185,0.3707,0.607284529
Theatre of Arts,CA,Far West,34.101218,-118.327933,1,4158800,41588,Large City / Suburb,NULL,1,0,0,NA,0.3235,12,0,0,0,0,0,6067,NULL,0.5556,NA
University of South Florida-Sarasota-Manatee,FL,Southeast,27.39158,-82.562725,3,153702,1537,Large City / Suburb,NULL,0,0,0,NA,0.3243,20,0.0988,0.0524,0,0,0.0585,9083,NULL,0.4083,0.583389037
Art Academy of Cincinnati,OH,Midwest,39.108805,-84.513913,1,301100,3011,Large City / Suburb,NULL,1,0,0,NA,0.3274,30,0,0,0,0,0,3418,0.6316,0.52,NA
Chicago State University,IL,Midwest,41.718446,-87.609384,1,169400,1694,Large City / Suburb,NULL,1,0,0,NA,0.3276,18,0.0561,0.0471,0.0314,0.0067,0.0157,7661,0.1939,0.6412,0.232490272
Bucknell University,PA,New England,40.954317,-76.882616,1,323800,3238,Town,NULL,1,0,0,NA,0.3304,21,0.2406,0,0.0282,0.0047,0.0211,11423,0.8842,0.1077,0.867549669
Florida Memorial University,FL,Southeast,25.918278,-80.270753,1,148600,1486,Large City / Suburb,NULL,1,1,0,1,0.3319,22,0.028,0.0047,0,0,0.014,7365,0.3614,0.7988,0.213235294
Saint Louis Christian College,MO,Midwest,38.775771,-90.294569,1,1258000,12580,Large City / Suburb,NULL,1,0,0,1,0.3333,24,0,0.0313,0,0,0,3482,0.6522,0.4634,NA
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,NJ,New England,40.605982,-74.404293,2,642101,6421,Large City / Suburb,NULL,0,0,0,NA,0.3333,-2,0,0,0,0,0,NA,NULL,0.4375,0.614678899
Webb Institute,NY,New England,40.884444,-73.644909,1,290000,2900,Large City / Suburb,NULL,1,0,0,NA,0.3333,27,0,0,0,0,0,9936,0.7273,0.0612,NA
Blue Hills Regional Technical School,MA,New England,42.18221,-71.104081,1,552300,5523,Large City / Suburb,NULL,1,0,0,NA,0.3333,-2,0,0,0,0,0,NA,NULL,0.5424,NA
Upper Cape Cod Regional Technical School,MA,New England,41.745328,-70.578837,1,466900,4669,Midsize City / Suburb,NULL,1,0,0,NA,0.3333,-2,0,0,0,0,0,NA,NULL,0.5326,NA
Broome Delaware Tioga BOCES-Practical Nursing Program,NY,New England,42.129648,-75.934739,1,2153600,21536,Midsize City / Suburb,NULL,1,0,0,NA,0.3333,-2,0,0,0,0,0,NA,NULL,0.8088,NA
Averett University-Non-Traditional Programs,VA,Southeast,36.577287,-79.413203,1,370200,3702,Town,NULL,0,0,0,1,0.3333,29,0.0361,0,0,0,0,5454,NULL,0.3692,0.445945946
Shiloh University,IA,Midwest,41.459135,-91.705724,1,4259600,42596,Rural,NULL,1,0,0,1,0.3333,24,0,0.4286,0,0,0,NA,NULL,0.2,NA
Bolivar Technical College,MO,Midwest,37.623766,-93.421572,1,4255700,42557,Town,NULL,1,0,0,NA,0.3333,10,0,0,0,0,0,4173,NULL,0.8898,NA
Yeshiva Gedola Tiferes Yerachmiel,NJ,New England,40.1037,-74.194376,1,4273800,42738,Small City / Suburb,NULL,1,0,0,NA,0.3333,-2,0,0,0,0,0,4473,NULL,0,NA
Columbia International University,SC,Southeast,34.07551,-81.07443,1,342900,3429,Midsize City / Suburb,NULL,1,0,0,NA,0.3339,20,0,0.2055,0,0,0,4732,0.6415,0.4822,0.576271186
Nebraska Christian College of Hope International University,NE,Midwest,41.12314,-96.09437,2,125212,1252,Rural,NULL,0,0,0,1,0.3354,24,0,0,0,0,0,3622,0.3864,0.5137,0.267206478
Trinity College,CT,New England,41.747451,-72.690882,1,141400,1414,Midsize City / Suburb,NULL,1,0,0,NA,0.3355,21,0.3285,0,0.0254,0.0726,0.0236,10633,0.8443,0.1297,0.819148936
Denison University,OH,Midwest,40.071505,-82.523272,1,304200,3042,Small City / Suburb,NULL,1,0,0,NA,0.3391,21,0.2682,0.0038,0.0517,0.0115,0.0326,9242,0.8458,0.2132,0.848484848
Bryn Mawr College,PA,New England,40.02736,-75.313223,1,323700,3237,Large City / Suburb,NULL,1,0,1,NA,0.3408,21,0.2607,0,0.0828,0.0123,0.0521,10936,0.8685,0.1589,0.868421053
Trinity University,TX,Southwest,29.462682,-98.48186,1,364700,3647,Large City / Suburb,NULL,1,0,0,1,0.3416,20,0.1229,0,0.041,0.0074,0.0559,10771,0.763,0.1745,0.621428571
The Chicago School of Professional Psychology at Los Angeles,CA,Far West,34.047958,-118.257251,7,2155300,21553,Large City / Suburb,NULL,1,0,0,NA,0.3419,26,0,0,0,0,0,7678,NULL,0.6159,NA
Texas A & M University-Commerce,TX,Southwest,33.243745,-95.908451,1,356500,3565,Town,NULL,1,0,0,NA,0.3437,17,0.0143,0.0811,0.0051,0,0.0291,8249,0.4,0.473,0.410351201
Ohio Valley University,WV,Southeast,39.312447,-81.537808,1,381900,3819,Small City / Suburb,NULL,1,0,0,1,0.3443,22,0,0.1443,0,0,0.0206,4924,0.46,0.6338,NA
Piedmont International University,NC,Southeast,36.087962,-80.250153,1,295600,2956,Midsize City / Suburb,NULL,1,0,0,1,0.3448,24,0,0,0,0,0,3208,0.3636,0.6429,0.110410095
San Diego State University,CA,Far West,32.77525,-117.071228,2,115100,1151,Large City / Suburb,NULL,1,0,0,NA,0.3458,16,0.0989,0.0251,0.0143,0.0049,0.0176,10903,0.7409,0.3397,0.673654244
Reed College,OR,Far West,45.480959,-122.630348,1,321700,3217,Large City / Suburb,NULL,1,0,0,NA,0.3503,21,0.1655,0,0.1127,0.0106,0.007,10712,0.8125,0.1458,0.671875
University of Puerto Rico-Ponce,PR,US Outlying Areas,17.993314,-66.606215,1,965200,9652,Midsize City / Suburb,NULL,1,0,0,NA,0.3526,21,0,0,0,0,0.049,5632,0.4739,0.793,0.196296296
Franklin and Marshall College,PA,New England,40.048045,-76.319037,1,326500,3265,Small City / Suburb,NULL,1,0,0,NA,0.3532,21,0.236,0,0.0685,0.0054,0.0198,9984,0.8311,0.1954,0.808823529
University of Holy Cross,LA,Southeast,29.912003,-89.99445,1,202300,2023,Large City / Suburb,NULL,1,0,0,1,0.3534,20,0,0.0682,0,0,0,6866,0.4921,0.4123,0.317307692
Warner University,FL,Southeast,27.825751,-81.599972,1,884800,8848,Rural,NULL,1,0,0,1,0.3539,22,0,0.2027,0,0,0,5268,0.3194,0.6557,0.365079365
Southern Westchester BOCES-Practical Nursing Program,NY,New England,40.973637,-73.74167,1,1064100,10641,Large City / Suburb,NULL,1,0,0,NA,0.3544,-2,0,0,0,0,0,NA,NULL,0.3554,NA
Emerson College,MA,New England,42.352202,-71.065384,1,214600,2146,Large City / Suburb,NULL,1,0,0,NA,0.3564,18,0,0,0,0,0,10202,0.7875,0.1582,0.70030581
Pepperdine University,CA,Far West,34.037786,-118.707077,1,1014900,10149,Large City / Suburb,NULL,1,0,0,1,0.3565,17,0.1073,0.0118,0.015,0.0172,0.0021,12387,0.831,0.1676,0.787037037
Kenyon College,OH,Midwest,40.374408,-82.397977,1,306500,3065,Town,NULL,1,0,0,NA,0.3583,21,0.242,0,0.0247,0.0025,0,8767,0.87,0.1026,NA
Clinton Essex Warren Washington BOCES,NY,New England,44.693228,-73.517906,1,843700,8437,Town,NULL,1,0,0,NA,0.3584,-2,0,0,0,0,0.0189,NA,NULL,0.6806,NA
Texas Wesleyan University,TX,Southwest,32.732962,-97.279613,1,364500,3645,Large City / Suburb,NULL,1,0,0,1,0.3586,17,0.0642,0,0,0,0.0508,7651,0.3777,0.5245,0.390243902
Hillsdale College,MI,Midwest,41.933682,-84.633195,1,227200,2272,Town,NULL,1,0,0,1,0.3599,21,0.2271,0,0.0265,0.0177,0,7007,0.8689,0,NA
Oberlin College,OH,Midwest,41.291992,-82.216795,1,308600,3086,Town,NULL,1,0,0,NA,0.3621,21,0.1615,0,0.0475,0.0638,0.0231,9466,0.8617,0.0937,0.650485437
New Hampshire Institute of Art,NH,New England,42.992953,-71.458947,1,3182300,31823,Midsize City / Suburb,NULL,1,0,0,NA,0.3628,30,0,0,0,0,0,5729,0.4681,0.4586,0.557142857
CUNY Hunter College,NY,New England,40.768669,-73.964795,1,268900,2689,Large City / Suburb,NULL,1,0,0,NA,0.3642,18,0.1677,0,0.0664,0.0093,0.034,12004,0.5619,0.4751,0.41595092
The New England Conservatory of Music,MA,New England,42.340946,-71.08629,1,219400,2194,Large City / Suburb,NULL,1,0,0,NA,0.3647,30,0,0,0,0,0,5975,0.85,0.1353,NA
Oak Hills Christian College,MN,Midwest,47.425836,-94.901503,1,999200,9992,Town,NULL,1,0,0,1,0.3671,24,0,0.08,0,0,0,4171,0.3846,0.6538,NA
Cleveland Institute of Music,OH,Midwest,41.512444,-81.608878,1,303100,3031,Large City / Suburb,NULL,1,0,0,NA,0.3671,30,0,0,0,0,0,7875,0.75,0.1435,NA
Florida State University,FL,Southeast,30.440756,-84.291921,1,148900,1489,Midsize City / Suburb,NULL,1,0,0,NA,0.3678,15,0.1644,0.03,0.0104,0.0014,0.0397,11108,0.8288,0.3116,0.652234637
Gnomon,CA,Far West,34.089501,-118.329083,1,4076400,40764,Large City / Suburb,NULL,1,0,0,NA,0.3684,-2,0,0,0,0,0,9000,1,0.1688,NA
William & Mary,VA,Southeast,37.269489,-76.708214,1,370500,3705,Small City / Suburb,NULL,1,0,0,NA,0.3692,16,0.2311,0,0.0591,0.0154,0.0449,11141,0.9111,0.1208,0.834558824
Davis & Elkins College,WV,Southeast,38.931232,-79.846022,1,381100,3811,Town,NULL,1,0,0,1,0.3695,22,0.0656,0,0.0109,0,0.0328,5680,0.4123,0.4504,0.304568528
Southern University and A & M College,LA,Southeast,30.524558,-91.190105,1,202500,2025,Midsize City / Suburb,NULL,1,1,0,NA,0.3724,18,0.0679,0,0.0054,0,0.019,7149,0.3042,0.6873,0.228655545
Charles R Drew University of Medicine and Science,CA,Far West,33.925658,-118.242791,1,1036500,10365,Large City / Suburb,NULL,1,0,0,NA,0.3727,26,0,0,0,0,0,8771,1,0.4493,NA
Occidental College,CA,Far West,34.127124,-118.210908,1,124900,1249,Large City / Suburb,NULL,1,0,0,NA,0.373,21,0.332,0,0.0668,0.0079,0.0039,11293,0.8547,0.2028,0.81300813
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,New England,42.110198,-79.387599,1,2235600,22356,Rural,NULL,1,0,0,NA,0.3735,-2,0,0,0,0,0,NA,NULL,0.6282,NA
New Mexico Military Institute,NM,Southwest,33.409617,-104.524448,1,265600,2656,Town,NULL,1,0,0,NA,0.3741,1,0,1,0,0,0,6429,NULL,0.2888,0.25
Kentucky Christian University,KY,Southeast,38.338805,-82.945561,1,196500,1965,Town,NULL,1,0,0,1,0.3744,22,0,0,0,0,0,4789,0.3354,0.4618,0.327683616
Connecticut College,CT,New England,41.379833,-72.107321,1,137900,1379,Small City / Suburb,NULL,1,0,0,NA,0.3776,21,0.2925,0,0.0189,0.0519,0.0377,9949,0.8111,0.164,0.847826087
The Ailey School,NY,New England,40.766921,-73.986891,1,2171900,21719,Large City / Suburb,NULL,1,0,0,NA,0.3777,-2,0,0,0,0,0,NA,NULL,0.2389,NA
Southeastern Technical Institute,MA,New England,42.010312,-71.081227,1,1238600,12386,Large City / Suburb,NULL,1,0,0,NA,0.378,-2,0,0,0,0,0,NA,NULL,0.5732,NA
Manhattan School of Music,NY,New England,40.812312,-73.961334,1,275900,2759,Large City / Suburb,NULL,1,0,0,NA,0.3784,30,0,0,0,0,0,8083,0.7791,0.127,NA
Bowie State University,MD,New England,39.018185,-76.759721,1,206200,2062,Large City / Suburb,NULL,1,1,0,NA,0.3801,18,0.0499,0,0,0,0.0602,8399,0.4214,0.5416,0.219594595
College of the Holy Cross,MA,New England,42.23752,-71.808214,1,214100,2141,Midsize City / Suburb,NULL,1,0,0,1,0.3801,21,0.318,0,0.0798,0,0.0176,11320,0.9161,0.1576,0.918032787
Cottey College,MO,Midwest,37.836127,-94.371311,1,245800,2458,Town,NULL,1,0,1,NA,0.3804,23,0.0313,0.5104,0,0,0,6511,0.5906,0.4333,0.493670886
Berea College,KY,Southeast,37.57202,-84.292893,1,195500,1955,Town,NULL,1,0,0,NA,0.382,21,0.0787,0,0.0295,0.0426,0.0721,8137,0.6282,0.8347,0.561933535
Coppin State University,MD,New England,39.311258,-76.658687,1,206800,2068,Large City / Suburb,NULL,1,1,0,NA,0.3821,20,0.0602,0.0426,0,0,0.0351,7629,0.2424,0.6015,0.292086331
University of North Carolina School of the Arts,NC,Southeast,36.076183,-80.235672,1,398100,3981,Midsize City / Suburb,NULL,1,0,0,NA,0.3823,30,0,0,0,0,0,7743,0.7267,0.2944,0.636363636
Governors State University,IL,Midwest,41.449103,-87.716441,1,914500,9145,Rural,NULL,1,0,0,NA,0.3835,18,0.0269,0.1785,0.009,0.0011,0.0797,7003,NULL,0.54,0.482758621
Mississippi College,MS,Southeast,32.335515,-90.329821,1,241500,2415,Large City / Suburb,NULL,1,0,0,1,0.384,17,0.0253,0,0.0269,0,0.0158,7603,0.529,0.2992,0.37966805
Circle in the Square Theatre School,NY,New England,40.762059,-73.984607,1,2125500,21255,Large City / Suburb,NULL,1,0,0,NA,0.3846,-2,0,0,0,0,0,NA,NULL,0.1167,NA
The University of Texas at Austin,TX,Southwest,30.282825,-97.738273,1,365800,3658,Large City / Suburb,NULL,1,0,0,NA,0.3852,15,0.1003,0.0119,0.0285,0.0078,0.0498,12940,0.8276,0.2262,0.701608271
Brescia University,KY,Southeast,37.769041,-87.111639,1,195800,1958,Small City / Suburb,NULL,1,0,0,1,0.3855,22,0.0209,0.0681,0,0,0.0157,5476,0.35,0.3991,0.332179931
Stillman College,AL,Southeast,33.200006,-87.585278,1,104400,1044,Midsize City / Suburb,NULL,1,1,0,1,0.3859,21,0,0.1111,0,0,0,5094,0.2876,0.8316,0.272727273
University of South Florida-St Petersburg,FL,Southeast,27.763872,-82.636136,3,153701,1537,Large City / Suburb,NULL,0,0,0,NA,0.3865,18,0.1442,0.0752,0,0,0,9574,0.3372,0.3978,0.583389037
Union College,NY,New England,42.818097,-73.928788,1,288900,2889,Small City / Suburb,NULL,1,0,0,NA,0.3868,21,0.2645,0.0501,0.0601,0.006,0.0321,11755,0.8799,0.1253,0.863636364
University of Florida,FL,Southeast,29.64629,-82.347911,1,153500,1535,Midsize City / Suburb,NULL,1,0,0,NA,0.3875,15,0.1062,0.0337,0.0244,0.0067,0.0179,11608,0.8993,0.2664,0.732936756
Florida Agricultural and Mechanical University,FL,Southeast,30.428504,-84.290226,1,148000,1480,Midsize City / Suburb,NULL,1,1,0,NA,0.3886,16,0.0639,0.0308,0.0062,0,0.0223,8011,0.5087,0.6103,0.383290816
Baylor University,TX,Southwest,31.546872,-97.121041,1,354500,3545,Midsize City / Suburb,NULL,1,0,0,1,0.3895,16,0.0567,0.0018,0.0187,0.0015,0.0143,9968,0.7908,0.1901,0.620080321
Soka University of America,CA,Far West,33.554546,-117.735344,1,3814400,38144,Large City / Suburb,NULL,1,0,0,NA,0.3896,21,0,1,0,0,0,11822,0.9029,0.2252,NA
University of Dallas,TX,Southwest,32.846221,-96.919512,1,365100,3651,Midsize City / Suburb,NULL,1,0,0,1,0.3913,18,0.1385,0,0.0462,0,0.0077,7991,0.6553,0.2317,0.495145631
Methodist College,IL,Midwest,40.7804,-89.682864,1,622800,6228,Midsize City / Suburb,NULL,1,0,0,NA,0.3919,26,0,0,0,0,0,6720,0.4643,0.5556,0.550295858
Athena Career Academy,OH,Midwest,41.614633,-83.665339,1,4192200,41922,Large City / Suburb,NULL,1,0,0,NA,0.3927,-2,0,0,0,0,0,4383,NULL,0.7074,NA
CUNY Bernard M Baruch College,NY,New England,40.740238,-73.983417,1,727300,7273,Large City / Suburb,NULL,1,0,0,NA,0.3929,18,0.0404,0.0056,0,0,0.0516,13295,0.6874,0.4833,0.543416031
Spelman College,GA,Southeast,33.745279,-84.411527,1,159400,1594,Large City / Suburb,NULL,1,1,1,NA,0.3934,21,0.2309,0,0.0359,0.0471,0.0247,8379,0.7519,0.4768,0.657232704
Magdalen College,NH,New England,43.314908,-71.834444,1,2223300,22233,Rural,NULL,1,0,0,1,0.3939,21,0,1,0,0,0,4817,0.6923,0.5211,NA
Universidad del Sagrado Corazon,PR,US Outlying Areas,18.441166,-66.059617,1,393700,3937,Large City / Suburb,NULL,1,0,0,1,0.3946,19,0.0134,0.004,0.0013,0,0.0094,4540,0.3968,0.6426,0.379587156
Salem College,NC,Southeast,36.086271,-80.241297,1,296000,2960,Midsize City / Suburb,NULL,1,0,1,1,0.3947,21,0.0887,0.0296,0.0099,0.0049,0,6062,0.6047,0.5716,0.516746411
Barton College,NC,Southeast,35.734376,-77.913867,1,290800,2908,Town,NULL,1,0,0,1,0.3962,22,0.009,0.0538,0.009,0,0,6151,0.5174,0.487,0.443514644
University of West Alabama,AL,Southeast,32.588132,-88.186329,1,102400,1024,Rural,NULL,1,0,0,NA,0.3966,18,0.0198,0,0.0028,0,0,6461,0.3123,0.549,0.221402214
Western Carolina University,NC,Southeast,35.308979,-83.186258,1,298100,2981,Town,NULL,1,0,0,NA,0.3966,18,0.0359,0.0051,0.0228,0,0.0056,7827,0.6155,0.3895,0.539840637
CUNY Lehman College,NY,New England,40.872962,-73.895379,1,702200,7022,Large City / Suburb,NULL,1,0,0,NA,0.3967,18,0.1364,0.0012,0.0194,0.0109,0.05,10664,0.4897,0.5543,0.451498222
Paine College,GA,Southeast,33.469545,-81.993225,1,158700,1587,Midsize City / Suburb,NULL,1,1,0,1,0.3972,22,0.1081,0,0,0,0,4738,0.2717,0.6667,0.198113208
Maria College of Albany,NY,New England,42.657789,-73.806287,1,276300,2763,Small City / Suburb,NULL,1,0,0,1,0.398,26,0,0.0359,0,0,0,6349,0.1154,0.3877,0.37755102
Binghamton University,NY,New England,42.087868,-75.966889,1,283600,2836,Midsize City / Suburb,NULL,1,0,0,NA,0.3981,15,0.1582,0,0.0209,0.0066,0.0368,9779,0.8143,0.2802,0.721232877
Bryan College of Health Sciences,NE,Midwest,40.796768,-96.651532,1,639900,6399,Large City / Suburb,NULL,1,0,0,NA,0.4,26,0,0,0,0,0,7245,0.6944,0.3034,0.747474747
Eastern Virginia Career College,VA,Southeast,38.24116,-77.495581,1,3654300,36543,Midsize City / Suburb,NULL,1,0,0,NA,0.4,10,0,0,0,0,0,6111,NULL,0.4611,NA
Birthwise Midwifery School,ME,New England,44.052323,-70.713985,1,3612300,36123,Rural,NULL,1,0,0,NA,0.4,-2,0,0,0,0,0,NA,NULL,0.25,NA
Webber International University,FL,Southeast,27.838778,-81.532315,2,154000,1540,Town,NULL,1,0,0,NA,0.4012,22,0,0,0,0,0.0236,4585,0.269,0.492,0.276657061
Vanguard University of Southern California,CA,Far West,33.662686,-117.900911,1,129300,1293,Midsize City / Suburb,NULL,1,0,0,1,0.4017,20,0.0487,0,0,0,0.0021,8314,0.6437,0.4734,0.538975501
Inter American University of Puerto Rico-Barranquitas,PR,US Outlying Areas,18.182777,-66.303153,1,502700,5027,Large City / Suburb,NULL,1,0,0,NA,0.4017,22,0,0,0,0,0.0298,4957,0.4409,0.9352,0.263327948
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,New England,41.262154,-75.810121,1,2529800,25298,Large City / Suburb,NULL,1,0,0,NA,0.4025,-2,0,0,0,0,0,NA,NULL,0.7131,NA
University of Puerto Rico-Utuado,PR,US Outlying Areas,18.254577,-66.721667,1,1092200,10922,Rural,NULL,1,0,0,NA,0.4038,23,0.1511,0.0504,0,0,0,5651,0.1808,0.8172,0.130136986
Sterling College,KS,Midwest,38.219937,-98.208644,1,194500,1945,Rural,NULL,1,0,0,NA,0.4052,22,0,0,0.0086,0,0,4383,0.5324,0.429,0.411764706
CUNY John Jay College of Criminal Justice,NY,New England,40.770351,-73.98841,1,269300,2693,Large City / Suburb,NULL,1,0,0,NA,0.4058,18,0.1511,0.0048,0,0.0038,0.0178,11182,0.4643,0.562,0.446466809
Clarkson College,NE,Midwest,41.259165,-95.974847,1,986200,9862,Large City / Suburb,NULL,1,0,0,1,0.4068,26,0,0,0,0,0,6184,0.5349,0.2115,0.643902439
St. Andrews University,NC,Southeast,34.74563,-79.478567,2,154001,1540,Town,NULL,0,0,0,1,0.4068,22,0.0183,0,0,0,0,5369,0.3151,0.466,0.276657061
Texas Christian University,TX,Southwest,32.70961,-97.364758,1,363600,3636,Large City / Suburb,NULL,1,0,0,1,0.4073,16,0.1032,0.0233,0.0179,0,0.0208,11766,0.8254,0.1389,0.716363636
University of Tulsa,OK,Southwest,36.152324,-95.945941,1,318500,3185,Large City / Suburb,NULL,1,0,0,1,0.4077,16,0.0544,0.0023,0.0405,0.0035,0.0278,10564,0.7374,0.177,0.576744186
The Art Institute of Cincinnati-AIC College of Design,OH,Midwest,39.285831,-84.451296,1,2128600,21286,Large City / Suburb,NULL,1,0,0,NA,0.4103,30,0,0,0,0,0,NA,0.9231,0.55,NA
Pine Manor College,MA,New England,42.320827,-71.156464,1,220100,2201,Large City / Suburb,NULL,1,0,0,NA,0.4105,21,0.06,0.12,0,0,0,6099,0.375,0.4465,NA
University of California-Davis,CA,Far West,38.539667,-121.749567,1,131300,1313,Small City / Suburb,NULL,1,0,0,NA,0.4107,15,0.153,0,0.0194,0.0131,0.0372,14603,0.8645,0.3822,0.769469526
Cabarrus College of Health Sciences,NC,Southeast,35.440038,-80.600824,1,647700,6477,Small City / Suburb,NULL,1,0,0,NA,0.4107,26,0,0,0,0,0,6807,0.6875,0.3484,0.731034483
Macalester College,MN,Midwest,44.938565,-93.168053,1,235800,2358,Large City / Suburb,NULL,1,0,0,1,0.4124,21,0.2951,0,0.0447,0.0078,0.0311,10623,0.8951,0.1831,0.841121495
McMurry University,TX,Southwest,32.429776,-99.748682,1,359100,3591,Midsize City / Suburb,NULL,1,0,0,1,0.4124,22,0.106,0,0.0066,0,0.0397,6604,0.33,0.5005,0.352380952
Five Towns College,NY,New England,40.794506,-73.369348,1,1256100,12561,Large City / Suburb,NULL,1,0,0,NA,0.413,22,0,0.0163,0,0,0,5315,0.5057,0.5429,0.471910112
State University of New York at New Paltz,NY,New England,41.740936,-74.082188,1,284600,2846,Large City / Suburb,NULL,1,0,0,NA,0.4135,18,0.1328,0.0087,0.025,0.0103,0.0223,7282,0.7645,0.3544,0.654909438
Stevens Institute of Technology,NJ,New England,40.744776,-74.025334,1,263900,2639,Large City / Suburb,NULL,1,0,0,NA,0.4142,16,0,0.0073,0.0116,0,0.1263,13258,0.8746,0.1633,0.817120623
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,New England,42.317018,-71.129418,1,215400,2154,Large City / Suburb,NULL,1,0,0,1,0.4146,24,0,0.2273,0,0,0,5304,0.6923,0.4615,NA
California State University-Los Angeles,CA,Far West,34.066927,-118.168965,1,114000,1140,Large City / Suburb,NULL,1,0,0,NA,0.4152,18,0.1039,0.0294,0.0078,0.0044,0.0435,9827,0.485,0.6871,0.408385846
Cincinnati Christian University,OH,Midwest,39.114169,-84.55408,1,302900,3029,Large City / Suburb,NULL,1,0,0,1,0.4158,24,0,0.0431,0,0,0,4352,0.5398,0.4319,0.365671642
Worcester Polytechnic Institute,MA,New England,42.274853,-71.808339,1,223300,2233,Midsize City / Suburb,NULL,1,0,0,NA,0.4159,16,0.001,0.0031,0.0153,0,0.148,12477,0.8745,0.1159,0.783972125
Livingstone College,NC,Southeast,35.670877,-80.483956,1,294200,2942,Midsize City / Suburb,NULL,1,1,0,1,0.4164,22,0.012,0.0898,0,0,0.0898,5131,0.2408,0.8371,0.25136612
George Washington University,DC,New England,38.89923,-77.048363,1,144400,1444,Large City / Suburb,NULL,1,0,0,NA,0.4187,15,0.2869,0.0034,0.0086,0.0052,0.028,14659,0.8207,0.1423,0.661740558
